Timestamp,Central Unit,Temperature 1 ï¿½C,Humidity %,Temperature NFC ï¿½C,Led Mode 1,Led Mode 2,Buzzer DC 1,Buzzer Frequency 1,Board Type,Version SW,Push Button 1,Push Button 2,Power Supply,Battery Lvl,Battery State,Time Stamp,Data 1,Data 2,Data 3,Data 4,
1970/02/01 00:03:05,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678585,0,0,0,0,
1970/02/01 00:03:15,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678595,0,0,0,0,
1970/02/01 00:03:34,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678614,0,0,0,0,
1970/02/01 00:03:37,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678617,0,0,0,0,
1970/02/01 00:03:47,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678627,0,0,0,0,
1970/02/01 00:03:57,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678637,0,0,0,0,
1970/02/01 00:04:13,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678653,0,0,0,0,
1970/02/01 00:04:23,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678663,0,0,0,0,
1970/02/01 00:04:33,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678673,0,0,0,0,
1970/02/01 00:04:52,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678692,0,0,0,0,
1970/02/01 00:05:02,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678702,0,0,0,0,
1970/02/01 00:05:12,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678712,0,0,0,0,
1970/02/01 00:05:31,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678731,0,0,0,0,
1970/02/01 00:05:41,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678741,0,0,0,0,
1970/02/01 00:05:51,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678751,0,0,0,0,
1970/02/01 00:06:10,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678770,0,0,0,0,
1970/02/01 00:06:20,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678780,0,0,0,0,
1970/02/01 00:06:30,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678790,0,0,0,0,
Timestamp,Central Unit,Temperature 1 ï¿½C,Humidity %,Temperature NFC ï¿½C,Led Mode 1,Led Mode 2,Buzzer DC 1,Buzzer Frequency 1,Board Type,Version SW,Push Button 1,Push Button 2,Power Supply,Battery Lvl,Battery State,Time Stamp,Data 1,Data 2,Data 3,Data 4,
1970/02/01 00:06:54,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678814,0,0,0,0,
1970/02/01 00:07:04,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678824,0,0,0,0,
1970/02/01 00:07:14,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678834,0,0,0,0,
1970/02/01 00:07:33,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678853,0,0,0,0,
1970/02/01 00:07:43,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678863,0,0,0,0,
1970/02/01 00:07:53,10,2001,3001,2000,0,0,0,1,660,100,0,0,120,0,3,2678873,0,0,0,0,
